calib_frac,dataset_name,fold,n_calib,n_calib_seq,n_seq,n_test,n_test_seq,n_train_seq,status,subject,target_space,target_variance_retained,test_start_seq_pos
0.0,experience,3,,0,,,1132,4930,,,pca32,0.8746336698532104,
0.1,experience,1,29,,296,133,,,ok,sub-008,,,163
0.1,experience,1,38,,382,171,,,ok,sub-011,,,211
0.1,experience,1,35,,354,159,,,ok,sub-012,,,195
0.1,experience,1,27,,270,121,,,ok,sub-013,,,149
0.1,experience,1,29,,298,134,,,ok,sub-017,,,164
0.1,experience,1,34,,349,157,,,ok,sub-019,,,192
0.1,experience,1,26,,269,121,,,ok,sub-021,,,148
0.1,experience,1,26,,265,119,,,ok,sub-023,,,146
0.1,experience,1,,244,,,1115,5214,,,pca32,0.8860504627227783,
0.1,experience,2,26,,269,121,,,ok,sub-001,,,148
0.1,experience,2,33,,336,151,,,ok,sub-003,,,185
0.1,experience,2,30,,301,135,,,ok,sub-005,,,166
0.1,experience,2,31,,318,143,,,ok,sub-006,,,175
0.1,experience,2,32,,326,146,,,ok,sub-007,,,180
0.1,experience,2,29,,290,130,,,ok,sub-016,,,160
0.1,experience,2,34,,343,154,,,ok,sub-018,,,189
0.1,experience,2,26,,264,118,,,ok,sub-025,,,146
0.1,experience,2,,241,,,1098,5247,,,pca32,0.8732315301895142,
0.1,experience,3,29,,293,131,,,ok,sub-002,,,162
0.1,experience,3,28,,289,130,,,ok,sub-004,,,159
0.1,experience,3,34,,349,157,,,ok,sub-009,,,192
0.1,experience,3,28,,287,129,,,ok,sub-010,,,158
0.1,experience,3,28,,281,126,,,ok,sub-014,,,155
0.1,experience,3,35,,357,160,,,ok,sub-015,,,197
0.1,experience,3,31,,315,141,,,ok,sub-020,,,174
0.1,experience,3,35,,352,158,,,ok,sub-024,,,194
0.1,experience,3,,248,,,1132,5178,,,pca32,0.8745923042297363,
0.2,experience,1,59,,296,133,,,ok,sub-008,,,163
0.2,experience,1,76,,382,171,,,ok,sub-011,,,211
0.2,experience,1,70,,354,159,,,ok,sub-012,,,195
0.2,experience,1,54,,270,121,,,ok,sub-013,,,149
0.2,experience,1,59,,298,134,,,ok,sub-017,,,164
0.2,experience,1,69,,349,157,,,ok,sub-019,,,192
0.2,experience,1,53,,269,121,,,ok,sub-021,,,148
0.2,experience,1,53,,265,119,,,ok,sub-023,,,146
0.2,experience,1,,493,,,1115,5463,,,pca32,0.884187638759613,
0.2,experience,2,53,,269,121,,,ok,sub-001,,,148
0.2,experience,2,67,,336,151,,,ok,sub-003,,,185
0.2,experience,2,60,,301,135,,,ok,sub-005,,,166
0.2,experience,2,63,,318,143,,,ok,sub-006,,,175
0.2,experience,2,65,,326,146,,,ok,sub-007,,,180
0.2,experience,2,58,,290,130,,,ok,sub-016,,,160
0.2,experience,2,68,,343,154,,,ok,sub-018,,,189
0.2,experience,2,52,,264,118,,,ok,sub-025,,,146
0.2,experience,2,,486,,,1098,5492,,,pca32,0.8740865588188171,
0.2,experience,3,58,,293,131,,,ok,sub-002,,,162
0.2,experience,3,57,,289,130,,,ok,sub-004,,,159
0.2,experience,3,69,,349,157,,,ok,sub-009,,,192
0.2,experience,3,57,,287,129,,,ok,sub-010,,,158
0.2,experience,3,56,,281,126,,,ok,sub-014,,,155
0.2,experience,3,71,,357,160,,,ok,sub-015,,,197
0.2,experience,3,63,,315,141,,,ok,sub-020,,,174
0.2,experience,3,70,,352,158,,,ok,sub-024,,,194
0.2,experience,3,,501,,,1132,5431,,,pca32,0.8742944002151489,
0.3,experience,1,88,,296,133,,,ok,sub-008,,,163
0.3,experience,1,114,,382,171,,,ok,sub-011,,,211
0.3,experience,1,106,,354,159,,,ok,sub-012,,,195
0.3,experience,1,81,,270,121,,,ok,sub-013,,,149
0.3,experience,1,89,,298,134,,,ok,sub-017,,,164
0.3,experience,1,104,,349,157,,,ok,sub-019,,,192
0.3,experience,1,80,,269,121,,,ok,sub-021,,,148
0.3,experience,1,79,,265,119,,,ok,sub-023,,,146
0.3,experience,1,,741,,,1115,5711,,,pca32,0.8820529580116272,
0.3,experience,2,80,,269,121,,,ok,sub-001,,,148
0.3,experience,2,100,,336,151,,,ok,sub-003,,,185
0.3,experience,2,90,,301,135,,,ok,sub-005,,,166
0.3,experience,2,95,,318,143,,,ok,sub-006,,,175
0.3,experience,2,97,,326,146,,,ok,sub-007,,,180
0.3,experience,2,87,,290,130,,,ok,sub-016,,,160
0.3,experience,2,102,,343,154,,,ok,sub-018,,,189
0.3,experience,2,79,,264,118,,,ok,sub-025,,,146
0.3,experience,2,,730,,,1098,5736,,,pca32,0.8741750121116638,
0.3,experience,3,87,,293,131,,,ok,sub-002,,,162
0.3,experience,3,86,,289,130,,,ok,sub-004,,,159
0.3,experience,3,104,,349,157,,,ok,sub-009,,,192
0.3,experience,3,86,,287,129,,,ok,sub-010,,,158
0.3,experience,3,84,,281,126,,,ok,sub-014,,,155
0.3,experience,3,107,,357,160,,,ok,sub-015,,,197
0.3,experience,3,94,,315,141,,,ok,sub-020,,,174
0.3,experience,3,105,,352,158,,,ok,sub-024,,,194
0.3,experience,3,,753,,,1132,5683,,,pca32,0.8738729357719421,
0.4,experience,1,118,,296,133,,,ok,sub-008,,,163
0.4,experience,1,152,,382,171,,,ok,sub-011,,,211
0.4,experience,1,141,,354,159,,,ok,sub-012,,,195
0.4,experience,1,108,,270,121,,,ok,sub-013,,,149
0.4,experience,1,119,,298,134,,,ok,sub-017,,,164
0.4,experience,1,139,,349,157,,,ok,sub-019,,,192
0.4,experience,1,107,,269,121,,,ok,sub-021,,,148
0.4,experience,1,106,,265,119,,,ok,sub-023,,,146
0.4,experience,1,,990,,,1115,5960,,,pca32,0.8805202841758728,
0.4,experience,2,107,,269,121,,,ok,sub-001,,,148
0.4,experience,2,134,,336,151,,,ok,sub-003,,,185
0.4,experience,2,120,,301,135,,,ok,sub-005,,,166
0.4,experience,2,127,,318,143,,,ok,sub-006,,,175
0.4,experience,2,130,,326,146,,,ok,sub-007,,,180
0.4,experience,2,116,,290,130,,,ok,sub-016,,,160
0.4,experience,2,137,,343,154,,,ok,sub-018,,,189
0.4,experience,2,105,,264,118,,,ok,sub-025,,,146
0.4,experience,2,,976,,,1098,5982,,,pca32,0.8738785982131958,
0.4,experience,3,117,,293,131,,,ok,sub-002,,,162
0.4,experience,3,115,,289,130,,,ok,sub-004,,,159
0.4,experience,3,139,,349,157,,,ok,sub-009,,,192
0.4,experience,3,114,,287,129,,,ok,sub-010,,,158
0.4,experience,3,112,,281,126,,,ok,sub-014,,,155
0.4,experience,3,142,,357,160,,,ok,sub-015,,,197
0.4,experience,3,126,,315,141,,,ok,sub-020,,,174
0.4,experience,3,140,,352,158,,,ok,sub-024,,,194
0.4,experience,3,,1005,,,1132,5935,,,pca32,0.8736034631729126,
0.0,xp2,1,0,,302,135,,,ok,sub-xp203,,,167
0.0,xp2,1,0,,302,135,,,ok,sub-xp205,,,167
0.0,xp2,1,0,,302,135,,,ok,sub-xp207,,,167
0.0,xp2,1,0,,302,135,,,ok,sub-xp210,,,167
0.0,xp2,1,0,,302,135,,,ok,sub-xp218,,,167
0.0,xp2,1,0,,302,135,,,ok,sub-xp219,,,167
0.0,xp2,1,,0,,,810,3322,,,pca32,0.7963807582855225,
0.0,xp2,2,0,,302,135,,,ok,sub-xp201,,,167
0.0,xp2,2,0,,302,135,,,ok,sub-xp202,,,167
0.0,xp2,2,0,,302,135,,,ok,sub-xp213,,,167
0.0,xp2,2,0,,302,135,,,ok,sub-xp216,,,167
0.0,xp2,2,0,,302,135,,,ok,sub-xp217,,,167
0.0,xp2,2,0,,302,135,,,ok,sub-xp222,,,167
0.0,xp2,2,,0,,,810,3322,,,pca32,0.8071136474609375,
0.0,xp2,3,0,,302,135,,,ok,sub-xp204,,,167
0.0,xp2,3,0,,302,135,,,ok,sub-xp206,,,167
0.0,xp2,3,0,,302,135,,,ok,sub-xp211,,,167
0.0,xp2,3,0,,302,135,,,ok,sub-xp220,,,167
0.0,xp2,3,0,,302,135,,,ok,sub-xp221,,,167
0.0,xp2,3,,0,,,675,3624,,,pca32,0.7947387099266052,
0.1,xp2,1,30,,302,135,,,ok,sub-xp203,,,167
0.1,xp2,1,30,,302,135,,,ok,sub-xp205,,,167
0.1,xp2,1,30,,302,135,,,ok,sub-xp207,,,167
0.1,xp2,1,30,,302,135,,,ok,sub-xp210,,,167
0.1,xp2,1,30,,302,135,,,ok,sub-xp218,,,167
0.1,xp2,1,30,,302,135,,,ok,sub-xp219,,,167
0.1,xp2,1,,180,,,810,3502,,,pca32,0.7945859432220459,
0.1,xp2,2,30,,302,135,,,ok,sub-xp201,,,167
0.1,xp2,2,30,,302,135,,,ok,sub-xp202,,,167
0.1,xp2,2,30,,302,135,,,ok,sub-xp213,,,167
0.1,xp2,2,30,,302,135,,,ok,sub-xp216,,,167
0.1,xp2,2,30,,302,135,,,ok,sub-xp217,,,167
0.1,xp2,2,30,,302,135,,,ok,sub-xp222,,,167
0.1,xp2,2,,180,,,810,3502,,,pca32,0.7951107025146484,
0.1,xp2,3,30,,302,135,,,ok,sub-xp204,,,167
0.1,xp2,3,30,,302,135,,,ok,sub-xp206,,,167
0.1,xp2,3,30,,302,135,,,ok,sub-xp211,,,167
0.1,xp2,3,30,,302,135,,,ok,sub-xp220,,,167
0.1,xp2,3,30,,302,135,,,ok,sub-xp221,,,167
0.1,xp2,3,,150,,,675,3774,,,pca32,0.7907521724700928,
0.2,xp2,1,60,,302,135,,,ok,sub-xp203,,,167
0.2,xp2,1,60,,302,135,,,ok,sub-xp205,,,167
0.2,xp2,1,60,,302,135,,,ok,sub-xp207,,,167
0.2,xp2,1,60,,302,135,,,ok,sub-xp210,,,167
0.2,xp2,1,60,,302,135,,,ok,sub-xp218,,,167
0.2,xp2,1,60,,302,135,,,ok,sub-xp219,,,167
0.2,xp2,1,,360,,,810,3682,,,pca32,0.7925306558609009,
0.2,xp2,2,60,,302,135,,,ok,sub-xp201,,,167
0.2,xp2,2,60,,302,135,,,ok,sub-xp202,,,167
0.2,xp2,2,60,,302,135,,,ok,sub-xp213,,,167
0.2,xp2,2,60,,302,135,,,ok,sub-xp216,,,167
0.2,xp2,2,60,,302,135,,,ok,sub-xp217,,,167
0.2,xp2,2,60,,302,135,,,ok,sub-xp222,,,167
0.2,xp2,2,,360,,,810,3682,,,pca32,0.7936773300170898,
0.2,xp2,3,60,,302,135,,,ok,sub-xp204,,,167
0.2,xp2,3,60,,302,135,,,ok,sub-xp206,,,167
0.2,xp2,3,60,,302,135,,,ok,sub-xp211,,,167
0.2,xp2,3,60,,302,135,,,ok,sub-xp220,,,167
0.2,xp2,3,60,,302,135,,,ok,sub-xp221,,,167
0.2,xp2,3,,300,,,675,3924,,,pca32,0.7918681502342224,
0.3,xp2,1,90,,302,135,,,ok,sub-xp203,,,167
0.3,xp2,1,90,,302,135,,,ok,sub-xp205,,,167
0.3,xp2,1,90,,302,135,,,ok,sub-xp207,,,167
0.3,xp2,1,90,,302,135,,,ok,sub-xp210,,,167
0.3,xp2,1,90,,302,135,,,ok,sub-xp218,,,167
0.3,xp2,1,90,,302,135,,,ok,sub-xp219,,,167
0.3,xp2,1,,540,,,810,3862,,,pca32,0.7917422652244568,
0.3,xp2,2,90,,302,135,,,ok,sub-xp201,,,167
0.3,xp2,2,90,,302,135,,,ok,sub-xp202,,,167
0.3,xp2,2,90,,302,135,,,ok,sub-xp213,,,167
0.3,xp2,2,90,,302,135,,,ok,sub-xp216,,,167
0.3,xp2,2,90,,302,135,,,ok,sub-xp217,,,167
0.3,xp2,2,90,,302,135,,,ok,sub-xp222,,,167
0.3,xp2,2,,540,,,810,3862,,,pca32,0.7929314374923706,
0.3,xp2,3,90,,302,135,,,ok,sub-xp204,,,167
0.3,xp2,3,90,,302,135,,,ok,sub-xp206,,,167
0.3,xp2,3,90,,302,135,,,ok,sub-xp211,,,167
0.3,xp2,3,90,,302,135,,,ok,sub-xp220,,,167
0.3,xp2,3,90,,302,135,,,ok,sub-xp221,,,167
0.3,xp2,3,,450,,,675,4074,,,pca32,0.7914528250694275,
0.4,xp2,1,120,,302,135,,,ok,sub-xp203,,,167
0.4,xp2,1,120,,302,135,,,ok,sub-xp205,,,167
0.4,xp2,1,120,,302,135,,,ok,sub-xp207,,,167
0.4,xp2,1,120,,302,135,,,ok,sub-xp210,,,167
0.4,xp2,1,120,,302,135,,,ok,sub-xp218,,,167
0.4,xp2,1,120,,302,135,,,ok,sub-xp219,,,167
0.4,xp2,1,,720,,,810,4042,,,pca32,0.7898643612861633,
0.4,xp2,2,120,,302,135,,,ok,sub-xp201,,,167
0.4,xp2,2,120,,302,135,,,ok,sub-xp202,,,167
0.4,xp2,2,120,,302,135,,,ok,sub-xp213,,,167
0.4,xp2,2,120,,302,135,,,ok,sub-xp216,,,167
0.4,xp2,2,120,,302,135,,,ok,sub-xp217,,,167
0.4,xp2,2,120,,302,135,,,ok,sub-xp222,,,167
0.4,xp2,2,,720,,,810,4042,,,pca32,0.7921841144561768,
0.4,xp2,3,120,,302,135,,,ok,sub-xp204,,,167
0.4,xp2,3,120,,302,135,,,ok,sub-xp206,,,167
0.4,xp2,3,120,,302,135,,,ok,sub-xp211,,,167
0.4,xp2,3,120,,302,135,,,ok,sub-xp220,,,167
0.4,xp2,3,120,,302,135,,,ok,sub-xp221,,,167
0.4,xp2,3,,600,,,675,4224,,,pca32,0.7916724681854248,
0.0,sleep,1,0,,258,116,,,ok,sub-03,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-06,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-08,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-11,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-12,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-18,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-23,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-24,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-27,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-28,,,142
0.0,sleep,1,0,,258,116,,,ok,sub-29,,,142
0.0,sleep,1,,0,,,1276,5676,,,pca32,0.8979385495185852,
0.0,sleep,2,0,,258,116,,,ok,sub-01,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-05,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-07,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-13,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-16,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-17,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-19,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-21,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-25,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-26,,,142
0.0,sleep,2,0,,258,116,,,ok,sub-33,,,142
0.0,sleep,2,,0,,,1276,5676,,,pca32,0.8915201425552368,
0.0,sleep,3,0,,258,116,,,ok,sub-02,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-04,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-09,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-10,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-14,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-15,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-20,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-22,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-30,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-31,,,142
0.0,sleep,3,0,,258,116,,,ok,sub-32,,,142
0.0,sleep,3,,0,,,1276,5676,,,pca32,0.8955246806144714,
0.1,sleep,1,25,,258,116,,,ok,sub-03,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-06,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-08,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-11,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-12,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-18,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-23,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-24,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-27,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-28,,,142
0.1,sleep,1,25,,258,116,,,ok,sub-29,,,142
0.1,sleep,1,,275,,,1276,5951,,,pca32,0.8964893221855164,
0.1,sleep,2,25,,258,116,,,ok,sub-01,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-05,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-07,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-13,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-16,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-17,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-19,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-21,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-25,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-26,,,142
0.1,sleep,2,25,,258,116,,,ok,sub-33,,,142
0.1,sleep,2,,275,,,1276,5951,,,pca32,0.8903522491455078,
0.1,sleep,3,25,,258,116,,,ok,sub-02,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-04,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-09,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-10,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-14,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-15,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-20,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-22,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-30,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-31,,,142
0.1,sleep,3,25,,258,116,,,ok,sub-32,,,142
0.1,sleep,3,,275,,,1276,5951,,,pca32,0.8941224813461304,
0.2,sleep,1,51,,258,116,,,ok,sub-03,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-06,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-08,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-11,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-12,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-18,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-23,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-24,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-27,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-28,,,142
0.2,sleep,1,51,,258,116,,,ok,sub-29,,,142
0.2,sleep,1,,561,,,1276,6237,,,pca32,0.8949950933456421,
